query,count
"google mini cover blue",1616
"google mini cover red",45804
"google mini cover green",67408
"google mini cover silver",53965
"google mini cover gold",64619
"google mini cover grey",386
"google mini cover rose",33432
"google mini cover space",35885
"google mini earbuds",95942
"google mini earbuds black",3213
"google mini earbuds white",76278
"google mini earbuds blue",86150
"google mini earbuds red",13611
"google mini earbuds green",17880
"google mini earbuds silver",75196
"google mini earbuds gold",20554
"google mini earbuds grey",11289
"google mini earbuds rose",98698
"google mini earbuds space",50605
"google mini headphones",36572
"google mini headphones black",92190
"google mini headphones white",68118
"google mini headphones blue",68367
"google mini headphones red",96951
"google mini headphones green",71185
"google mini headphones silver",23488
"google mini headphones gold",48059
"google mini headphones grey",39413
"google mini headphones rose",4387
"google mini headphones space",95691
"google mini keyboard",16956
"google mini keyboard black",35367
"google mini keyboard white",62538
"google mini keyboard blue",84240
"google mini keyboard red",95153
"google mini keyboard green",18933
"google mini keyboard silver",61414
"google mini keyboard gold",73329
"google mini keyboard grey",86048
"google mini keyboard rose",1029
"google mini keyboard space",41098
"google mini mouse",66398
"google mini mouse black",73861
"google mini mouse white",84044
"google mini mouse blue",72916
"google mini mouse red",78134
"google mini mouse green",47251
"google mini mouse silver",29989
"google mini mouse gold",52412
"google mini mouse grey",4078
"google mini mouse rose",76817
"google mini mouse space",61891
"google mini monitor",19254
"google mini monitor black",11423
"google mini monitor white",24273
"google mini monitor blue",63430
"google mini monitor red",68510
"google mini monitor green",32162
"google mini monitor silver",85089
"google mini monitor gold",11506
"google mini monitor grey",90010
"google mini monitor rose",89405
"google mini monitor space",17008
"google plus",25536
"google plus charger",54138
"google plus charger black",84193
"google plus charger white",20665
"google plus charger blue",23743
"google plus charger red",57059
"google plus charger green",89997
"google plus charger silver",94645
"google plus charger gold",9032
"google plus charger grey",4070
"google plus charger rose",65123
"google plus charger space",44022
"google plus case",73336
"google plus case black",16017
"google plus case white",10280
"google plus case blue",94051
"google plus case red",65978
"google plus case green",78116
"google plus case silver",69975
"google plus case gold",75052
"google plus case grey",99309
"google plus case rose",20848
"google plus case space",95760
"google plus screen",94136
"google plus screen black",83412
"google plus screen white",11044
"google plus screen blue",43843
"google plus screen red",37144
"google plus screen green",32894
"google plus screen silver",95566
"google plus screen gold",78200
"google plus screen grey",1139
"google plus screen rose",88698
"google plus screen space",92372
"google plus battery",8002
"google plus battery black",97262
"google plus battery white",72135
"google plus battery blue",96769
"google plus battery red",36893
"google plus battery green",67245
"google plus battery silver",38960
"google plus battery gold",33762
"google plus battery grey",14508
"google plus battery rose",73998
"google plus battery space",39079
"google plus cable",64143
"google plus cable black",89221
"google plus cable white",80166
"google plus cable blue",60578
"google plus cable red",45875
"google plus cable green",30679
"google plus cable silver",61350
"google plus cable gold",93621
"google plus cable grey",36703
"google plus cable rose",32204
"google plus cable space",76223
"google plus tutorial",4304
"google plus tutorial black",91074
"google plus tutorial white",63593
"google plus tutorial blue",30648
"google plus tutorial red",57022
"google plus tutorial green",22883
"google plus tutorial silver",89984
"google plus tutorial gold",51561
"google plus tutorial grey",9529
"google plus tutorial rose",43908
"google plus tutorial space",42928
"google plus review",10439
"google plus review black",353
"google plus review white",55445
"google plus review blue",49878
"google plus review red",17164
"google plus review green",86943
"google plus review silver",51970
"google plus review gold",68631
"google plus review grey",53251
"google plus review rose",27354
"google plus review space",67661
"google plus price",94208
"google plus price black",42356
"google plus price white",52314
"google plus price blue",81979
"google plus price red",46152
"google plus price green",95491
"google plus price silver",53768
"google plus price gold",12952
"google plus price grey",51271
"google plus price rose",38893
"google plus price space",56452
"google plus deal",8252
"google plus deal black",73085
"google plus deal white",55431
"google plus deal blue",78175
"google plus deal red",70396
"google plus deal green",94368
"google plus deal silver",616
"google plus deal gold",92737
"google plus deal grey",99210
"google plus deal rose",66244
"google plus deal space",51326
"google plus manual",16899
"google plus manual black",74706
"google plus manual white",23537
"google plus manual blue",51008
"google plus manual red",50797
"google plus manual green",81595
"google plus manual silver",26573
"google plus manual gold",95526
"google plus manual grey",63616
"google plus manual rose",32347
"google plus manual space",36926
"google plus driver",93143
"google plus driver black",27629
"google plus driver white",71402
"google plus driver blue",93707
"google plus driver red",33266
"google plus driver green",15168
"google plus driver silver",545
"google plus driver gold",36472
"google plus driver grey",46878
"google plus driver rose",75641
"google plus driver space",10260
"google plus stand",92000
"google plus stand black",35058
"google plus stand white",69308
"google plus stand blue",86878
"google plus stand red",71390
"google plus stand green",20150
"google plus stand silver",46474
"google plus stand gold",89940
"google plus stand grey",71843
"google plus stand rose",83344
"google plus stand space",5617
"google plus mount",26687
"google plus mount black",76760
"google plus mount white",97475
"google plus mount blue",79636
"google plus mount red",97044
"google plus mount green",94281
"google plus mount silver",742
"google plus mount gold",22831
"google plus mount grey",12616
"google plus mount rose",88152
"google plus mount space",55693
"google plus adapter",6032
"google plus adapter black",43584
"google plus adapter white",1160
"google plus adapter blue",90791
"google plus adapter red",73910
"google plus adapter green",27182
"google plus adapter silver",62560
"google plus adapter gold",64788
"google plus adapter grey",24611
"google plus adapter rose",69674
"google plus adapter space",65082
"google plus cover",12287
"google plus cover black",20045
"google plus cover white",80237
"google plus cover blue",30452
"google plus cover red",58002
"google plus cover green",81703
"google plus cover silver",15574
"google plus cover gold",93762
"google plus cover grey",57004
"google plus cover rose",18594
"google plus cover space",80034
"google plus earbuds",92584
"google plus earbuds black",9267
"google plus earbuds white",4087
"google plus earbuds blue",52236
"google plus earbuds red",92185
"google plus earbuds green",30476
"google plus earbuds silver",56571
"google plus earbuds gold",69829
"google plus earbuds grey",20268
"google plus earbuds rose",35771
"google plus earbuds space",94944
"google plus headphones",47046
"google plus headphones black",38797
"google plus headphones white",18140
"google plus headphones blue",54137
"google plus headphones red",38286
"google plus headphones green",41136
"google plus headphones silver",4005
"google plus headphones gold",71966
"google plus headphones grey",1141
"google plus headphones rose",57729
"google plus headphones space",60983
"google plus keyboard",84346
"google plus keyboard black",74885
"google plus keyboard white",23117
"google plus keyboard blue",99893
"google plus keyboard red",38252
"google plus keyboard green",3506
"google plus keyboard silver",81926
"google plus keyboard gold",63013
"google plus keyboard grey",70482
"google plus keyboard rose",54704
"google plus keyboard space",77993
"google plus mouse",16293
"google plus mouse black",34811
